Years,x6_hr,rank,Probability,Frequency
"2019-2020",7.93333333333333,1,6.25,16
"2009-2010",7.48333333333333,2,12.5,8
"2016-2017",6.73333333333333,3,18.75,5.33333333333333
"2012-2013",6.65,4,25,4
"2010-2011",5.91666666666667,5,31.25,3.2
"2018-2019",5.66666666666667,6,37.5,2.66666666666667
"2007-2008",5.58333333333333,7,43.75,2.28571428571429
"2020-2021",5.48333333333333,8,50,2
"2008-2009",5.36666666666667,9,56.25,1.77777777777778
"2014-2015",5.18333333333333,10,62.5,1.6
"2011-2012",5.16666666666667,11,68.75,1.45454545454545
"2021-2022",5.06666666666667,12,75,1.33333333333333
"2015-2016",5.05,13,81.25,1.23076923076923
"2017-2018",4.83333333333333,14,87.5,1.14285714285714
"2013-2014",4.38333333333333,15,93.75,1.06666666666667
