Years,x1_hr,rank,Probability,Frequency
"2015-2016",27.1,1,6.66666666666667,15
"2019-2020",20.1,2,13.3333333333333,7.5
"2017-2018",19.7,3,20,5
"2021-2022",19.6,4,26.6666666666667,3.75
"2009-2010",17.1,5,33.3333333333333,3
"2007-2008",16.7,6,40,2.5
"2018-2019",15.7,7,46.6666666666667,2.14285714285714
"2012-2013",14.5,8,53.3333333333333,1.875
"2013-2014",14.3,9,60,1.66666666666667
"2014-2015",13.7,10,66.6666666666667,1.5
"2008-2009",11.7,11,73.3333333333333,1.36363636363636
"2020-2021",10.4,12,80,1.25
"2016-2017",10.3,13,86.6666666666667,1.15384615384615
"2010-2011",8.4,14,93.3333333333333,1.07142857142857
