Years,x2_5_hr,rank,Probability,Frequency
"2015-2016",18.72,1,3.2258064516129,31
"2008-2009",13.92,2,6.45161290322581,15.5
"2001-2002",11.32,3,9.67741935483871,10.3333333333333
"2017-2018",11.32,4,12.9032258064516,7.75
"2020-2021",10.8,5,16.1290322580645,6.2
"2002-2003",10.36,6,19.3548387096774,5.16666666666667
"2019-2020",9.72,7,22.5806451612903,4.42857142857143
"2009-2010",9.68,8,25.8064516129032,3.875
"2005-2006",9.08,9,29.0322580645161,3.44444444444444
"1996-1997",9,10,32.258064516129,3.1
"2007-2008",8.96,11,35.4838709677419,2.81818181818182
"1999-2000",8.8,12,38.7096774193548,2.58333333333333
"2000-2001",8.44,13,41.9354838709677,2.38461538461538
"2010-2011",8.44,14,45.1612903225806,2.21428571428571
"2013-2014",8.36,15,48.3870967741936,2.06666666666667
"2018-2019",8.24,16,51.6129032258064,1.9375
"2016-2017",8.16,17,54.8387096774194,1.82352941176471
"2014-2015",7.92,18,58.0645161290323,1.72222222222222
"1998-1999",7.64,19,61.2903225806452,1.63157894736842
"2006-2007",7.28,20,64.5161290322581,1.55
"2003-2004",7.08,21,67.741935483871,1.47619047619048
"2012-2013",6.92,22,70.9677419354839,1.40909090909091
"1993-1994",6.72,23,74.1935483870968,1.34782608695652
"1997-1998",6.52,24,77.4193548387097,1.29166666666667
"2004-2005",6.4,25,80.6451612903226,1.24
"1992-1993",6.24,26,83.8709677419355,1.19230769230769
"1995-1996",5.52,27,87.0967741935484,1.14814814814815
"2021-2022",5.4,28,90.3225806451613,1.10714285714286
"2011-2012",4.6,29,93.5483870967742,1.06896551724138
"1994-1995",4.1,30,96.7741935483871,1.03333333333333
