Years,x6_hr,rank,Probability,Frequency
"2019-2020",12.8,1,6.66666666666667,15
"2020-2021",10.5,2,13.3333333333333,7.5
"2021-2022",9.7,3,20,5
"2014-2015",8.4,4,26.6666666666667,3.75
"2012-2013",7.91666666666667,5,33.3333333333333,3
"2016-2017",7.2,6,40,2.5
"2017-2018",7.1,7,46.6666666666667,2.14285714285714
"2010-2011",6.86666666666667,8,53.3333333333333,1.875
"2015-2016",6.51666666666667,9,60,1.66666666666667
"2009-2010",5.83333333333333,10,66.6666666666667,1.5
"2013-2014",5.46666666666667,11,73.3333333333333,1.36363636363636
"2018-2019",5.13333333333333,12,80,1.25
"2011-2012",5.06666666666667,13,86.6666666666667,1.15384615384615
"2008-2009",4.15,14,93.3333333333333,1.07142857142857
