Years,x40_min,rank,Probability,Frequency
"2010-2011",45.3,1,7.14285714285714,14
"2013-2014",39.9,2,14.2857142857143,7
"2020-2021",32.85,3,21.4285714285714,4.66666666666667
"2012-2013",32.1,4,28.5714285714286,3.5
"2021-2022",31.05,5,35.7142857142857,2.8
"2015-2016",31.05,6,42.8571428571429,2.33333333333333
"2019-2020",27.75,7,50,2
"2017-2018",24.9,8,57.1428571428571,1.75
"2018-2019",23.85,9,64.2857142857143,1.55555555555556
"2011-2012",22.05,10,71.4285714285714,1.4
"2009-2010",21.45,11,78.5714285714286,1.27272727272727
"2014-2015",20.7,12,85.7142857142857,1.16666666666667
"2016-2017",15.45,13,92.8571428571429,1.07692307692308
