Years,x20_min,rank,Probability,Frequency
"2002-2003",75.6,1,4.34782608695652,23
"2004-2005",69.9,2,8.69565217391304,11.5
"2016-2017",58.5,3,13.0434782608696,7.66666666666667
"2017-2018",56.4,4,17.3913043478261,5.75
"2018-2019",55.5,5,21.7391304347826,4.6
"2011-2012",49.5,6,26.0869565217391,3.83333333333333
"2015-2016",49.2,7,30.4347826086957,3.28571428571429
"2010-2011",47.4,8,34.7826086956522,2.875
"2005-2006",47.1,9,39.1304347826087,2.55555555555556
"2013-2014",45.3,10,43.4782608695652,2.3
"2014-2015",42.9,11,47.8260869565217,2.09090909090909
"2009-2010",42.3,12,52.1739130434783,1.91666666666667
"2020-2021",41.1,13,56.5217391304348,1.76923076923077
"2007-2008",39.9,14,60.8695652173913,1.64285714285714
"2003-2004",39.6,15,65.2173913043478,1.53333333333333
"2012-2013",39.6,16,69.5652173913043,1.4375
"2006-2007",37.5,17,73.9130434782609,1.35294117647059
"2008-2009",36.9,18,78.2608695652174,1.27777777777778
"1999-2000",34.2,19,82.6086956521739,1.21052631578947
"2019-2020",32.7,20,86.9565217391304,1.15
"2000-2001",29.7,21,91.304347826087,1.0952380952381
"2001-2002",24.9,22,95.6521739130435,1.04545454545455
