Years,x6_hr,rank,Probability,Frequency
"2004-2005",7.03333333333333,1,4,25
"2013-2014",6.06666666666667,2,8,12.5
"2008-2009",3.73333333333333,3,12,8.33333333333333
"2017-2018",2.93333333333333,4,16,6.25
"2020-2021",2.61666666666667,5,20,5
"1998-1999",2.23333333333333,6,24,4.16666666666667
"2016-2017",2.18333333333333,7,28,3.57142857142857
"2000-2001",2.05,8,32,3.125
"2019-2020",1.96666666666667,9,36,2.77777777777778
"2015-2016",1.91666666666667,10,40,2.5
"2009-2010",1.6,11,44,2.27272727272727
"2010-2011",1.55,12,48,2.08333333333333
"2018-2019",1.55,13,52,1.92307692307692
"2001-2002",1.53333333333333,14,56,1.78571428571429
"2003-2004",1.4,15,60,1.66666666666667
"2012-2013",1.36666666666667,16,64,1.5625
"2006-2007",1.35,17,68,1.47058823529412
"2014-2015",1.33333333333333,18,72,1.38888888888889
"2002-2003",1.01666666666667,19,76,1.31578947368421
"2005-2006",0.95,20,80,1.25
"2007-2008",0.933333333333333,21,84,1.19047619047619
"2021-2022",0.933333333333333,22,88,1.13636363636364
"2011-2012",0.816666666666667,23,92,1.08695652173913
"1999-2000",0.533333333333333,24,96,1.04166666666667
