Years,x50_min,rank,Probability,Frequency
"2004-2005",20.28,1,4,25
"2005-2006",19.92,2,8,12.5
"2020-2021",19.32,3,12,8.33333333333333
"2013-2014",19.08,4,16,6.25
"2012-2013",18,5,20,5
"2007-2008",17.28,6,24,4.16666666666667
"2001-2002",16.8,7,28,3.57142857142857
"2002-2003",16.08,8,32,3.125
"2006-2007",16.08,9,36,2.77777777777778
"2009-2010",15.36,10,40,2.5
"2010-2011",15.24,11,44,2.27272727272727
"2000-2001",14.76,12,48,2.08333333333333
"1998-1999",14.52,13,52,1.92307692307692
"2019-2020",14.4,14,56,1.78571428571429
"2018-2019",14.28,15,60,1.66666666666667
"2016-2017",14.16,16,64,1.5625
"2014-2015",13.92,17,68,1.47058823529412
"1999-2000",13.68,18,72,1.38888888888889
"2015-2016",13.2,19,76,1.31578947368421
"2021-2022",13.2,20,80,1.25
"2017-2018",13.08,21,84,1.19047619047619
"2003-2004",12.48,22,88,1.13636363636364
"2011-2012",12.24,23,92,1.08695652173913
"2008-2009",11.88,24,96,1.04166666666667
