Years,x10_min,rank,Probability,Frequency
"2012-2013",93.6,1,3.44827586206897,29
"1997-1998",85.8,2,6.89655172413793,14.5
"2001-2002",81.6,3,10.3448275862069,9.66666666666667
"2017-2018",78.6,4,13.7931034482759,7.25
"2002-2003",77.4,5,17.2413793103448,5.8
"2011-2012",75.6,6,20.6896551724138,4.83333333333333
"2013-2014",70.8,7,24.1379310344828,4.14285714285714
"2020-2021",70.2,8,27.5862068965517,3.625
"2008-2009",69,9,31.0344827586207,3.22222222222222
"1998-1999",67.2,10,34.4827586206897,2.9
"1994-1995",66,11,37.9310344827586,2.63636363636364
"1995-1996",63.6,12,41.3793103448276,2.41666666666667
"2000-2001",61.2,13,44.8275862068966,2.23076923076923
"2016-2017",61.2,14,48.2758620689655,2.07142857142857
"2009-2010",60,15,51.7241379310345,1.93333333333333
"2005-2006",58.8,16,55.1724137931034,1.8125
"2021-2022",57.6,17,58.6206896551724,1.70588235294118
"2019-2020",54.6,18,62.0689655172414,1.61111111111111
"2015-2016",54,19,65.5172413793103,1.52631578947368
"1999-2000",53.4,20,68.9655172413793,1.45
"2007-2008",52.8,21,72.4137931034483,1.38095238095238
"1996-1997",51.6,22,75.8620689655172,1.31818181818182
"2003-2004",50.4,23,79.3103448275862,1.26086956521739
"2018-2019",48.6,24,82.7586206896552,1.20833333333333
"2006-2007",46.8,25,86.2068965517241,1.16
"2014-2015",45.6,26,89.6551724137931,1.11538461538462
"2010-2011",45,27,93.1034482758621,1.07407407407407
"2004-2005",41.4,28,96.551724137931,1.03571428571429
