Years,x4_hr,rank,Probability,Frequency
"2014-2015",11.15,1,5.88235294117647,17
"2016-2017",8.825,2,11.7647058823529,8.5
"2013-2014",8.35,3,17.6470588235294,5.66666666666667
"2020-2021",7.8,4,23.5294117647059,4.25
"2005-2006",7.525,5,29.4117647058824,3.4
"2010-2011",7.325,6,35.2941176470588,2.83333333333333
"2017-2018",7.225,7,41.1764705882353,2.42857142857143
"2003-2004",7.125,8,47.0588235294118,2.125
"2011-2012",6.975,9,52.9411764705882,1.88888888888889
"2008-2009",6.975,10,58.8235294117647,1.7
"2015-2016",6.45,11,64.7058823529412,1.54545454545455
"2012-2013",6.25,12,70.5882352941177,1.41666666666667
"2004-2005",5.975,13,76.4705882352941,1.30769230769231
"2007-2008",5.95,14,82.3529411764706,1.21428571428571
"2009-2010",5.9,15,88.2352941176471,1.13333333333333
"2021-2022",5.2,16,94.1176470588235,1.0625
