Years,x4_5_hr,rank,Probability,Frequency
"2002-2003",13,1,4,25
"2006-2007",10.0666666666667,2,8,12.5
"2010-2011",9.91111111111111,3,12,8.33333333333333
"2019-2020",9.73333333333333,4,16,6.25
"1999-2000",9.42222222222222,5,20,5
"2005-2006",9.33333333333333,6,24,4.16666666666667
"2003-2004",8.64444444444444,7,28,3.57142857142857
"2016-2017",8.44444444444444,8,32,3.125
"2012-2013",8.28888888888889,9,36,2.77777777777778
"2004-2005",8.17777777777778,10,40,2.5
"2011-2012",7.82222222222222,11,44,2.27272727272727
"2021-2022",7.82222222222222,12,48,2.08333333333333
"2020-2021",7.73333333333333,13,52,1.92307692307692
"2015-2016",7.24444444444444,14,56,1.78571428571429
"2013-2014",7.15555555555556,15,60,1.66666666666667
"2014-2015",6.8,16,64,1.5625
"2017-2018",6.55555555555556,17,68,1.47058823529412
"2018-2019",6.55555555555556,18,72,1.38888888888889
"2007-2008",6.48888888888889,19,76,1.31578947368421
"2001-2002",6.4,20,80,1.25
"1998-1999",6.04444444444445,21,84,1.19047619047619
"2008-2009",5.97777777777778,22,88,1.13636363636364
"2009-2010",5.64444444444444,23,92,1.08695652173913
"2000-2001",4.91111111111111,24,96,1.04166666666667
