Years,x5_hr,rank,Probability,Frequency
"2012-2013",13.4,1,7.14285714285714,14
"2014-2015",12.9,2,14.2857142857143,7
"2019-2020",12.14,3,21.4285714285714,4.66666666666667
"2021-2022",11.98,4,28.5714285714286,3.5
"2017-2018",11.88,5,35.7142857142857,2.8
"2009-2010",10.06,6,42.8571428571429,2.33333333333333
"2013-2014",8.64,7,50,2
"2010-2011",7.32,8,57.1428571428571,1.75
"2020-2021",7.2,9,64.2857142857143,1.55555555555556
"2016-2017",6.82,10,71.4285714285714,1.4
"2011-2012",6.08,11,78.5714285714286,1.27272727272727
"2018-2019",5.9,12,85.7142857142857,1.16666666666667
"2015-2016",3.06,13,92.8571428571429,1.07692307692308
