Years,x3_5_hr,rank,Probability,Frequency
"2013-2014",18.8,1,4.34782608695652,23
"2012-2013",13.9142857142857,2,8.69565217391304,11.5
"2020-2021",13.7428571428571,3,13.0434782608696,7.66666666666667
"2017-2018",12.8285714285714,4,17.3913043478261,5.75
"2019-2020",12.7714285714286,5,21.7391304347826,4.6
"2004-2005",12.1428571428571,6,26.0869565217391,3.83333333333333
"2011-2012",11.9714285714286,7,30.4347826086957,3.28571428571429
"2010-2011",11.0857142857143,8,34.7826086956522,2.875
"2007-2008",10.7142857142857,9,39.1304347826087,2.55555555555556
"2009-2010",10.5428571428571,10,43.4782608695652,2.3
"2014-2015",10.4571428571429,11,47.8260869565217,2.09090909090909
"2003-2004",10.2285714285714,12,52.1739130434783,1.91666666666667
"2006-2007",10,13,56.5217391304348,1.76923076923077
"2002-2003",9.88571428571428,14,60.8695652173913,1.64285714285714
"2000-2001",8.88571428571428,15,65.2173913043478,1.53333333333333
"2008-2009",8.74285714285714,16,69.5652173913043,1.4375
"2016-2017",8.71428571428571,17,73.9130434782609,1.35294117647059
"2005-2006",8.48571428571429,18,78.2608695652174,1.27777777777778
"2018-2019",8.28571428571429,19,82.6086956521739,1.21052631578947
"2015-2016",7.37142857142857,20,86.9565217391304,1.15
"1999-2000",7,21,91.304347826087,1.0952380952381
"2001-2002",5.48571428571429,22,95.6521739130435,1.04545454545455
