Years,x30_min,rank,Probability,Frequency
"2020-2021",32.8,1,4.54545454545455,22
"2011-2012",29.4,2,9.09090909090909,11
"2017-2018",27.4,3,13.6363636363636,7.33333333333333
"2009-2010",26,4,18.1818181818182,5.5
"2003-2004",25,5,22.7272727272727,4.4
"2012-2013",22.6,6,27.2727272727273,3.66666666666667
"2001-2002",22.6,7,31.8181818181818,3.14285714285714
"2015-2016",20.4,8,36.3636363636364,2.75
"2014-2015",19,9,40.9090909090909,2.44444444444444
"2021-2022",17.4,10,45.4545454545455,2.2
"2008-2009",17.4,11,50,2
"2002-2003",17,12,54.5454545454545,1.83333333333333
"2005-2006",17,13,59.0909090909091,1.69230769230769
"2016-2017",17,14,63.6363636363636,1.57142857142857
"2013-2014",16.6,15,68.1818181818182,1.46666666666667
"2004-2005",15.8,16,72.7272727272727,1.375
"2007-2008",15.2,17,77.2727272727273,1.29411764705882
"2018-2019",14.8,18,81.8181818181818,1.22222222222222
"2006-2007",14.4,19,86.3636363636364,1.15789473684211
"2019-2020",13.8,20,90.9090909090909,1.1
"2010-2011",11,21,95.4545454545455,1.04761904761905
