Years,x4_hr,rank,Probability,Frequency
"2012-2013",16.75,1,7.14285714285714,14
"2017-2018",14.6,2,14.2857142857143,7
"2019-2020",13.55,3,21.4285714285714,4.66666666666667
"2014-2015",13.3,4,28.5714285714286,3.5
"2021-2022",12.675,5,35.7142857142857,2.8
"2009-2010",11.65,6,42.8571428571429,2.33333333333333
"2013-2014",10,7,50,2
"2010-2011",8.375,8,57.1428571428571,1.75
"2016-2017",8.2,9,64.2857142857143,1.55555555555556
"2020-2021",7.975,10,71.4285714285714,1.4
"2018-2019",7.05,11,78.5714285714286,1.27272727272727
"2011-2012",6.6,12,85.7142857142857,1.16666666666667
"2015-2016",3.825,13,92.8571428571429,1.07692307692308
