Years,x4_5_hr,rank,Probability,Frequency
"2003-2004",30.4444444444444,1,11.1111111111111,9
"2002-2003",11.4444444444444,2,22.2222222222222,4.5
"2009-2010",10.5333333333333,3,33.3333333333333,3
"2006-2007",8.62222222222222,4,44.4444444444444,2.25
"2007-2008",7.88888888888889,5,55.5555555555556,1.8
"2008-2009",7.8,6,66.6666666666667,1.5
"2011-2012",6.66666666666667,7,77.7777777777778,1.28571428571429
"2005-2006",5.33333333333333,8,88.8888888888889,1.125
