Years,x1_5_hr,rank,Probability,Frequency
"2018-2019",13.33333333,1,20,5
"2019-2020",6.8,2,40,2.5
"2021-2022",5.2,3,60,1.66666666666667
"2017-2018",3.533333333,4,80,1.25
