Years,x30_min,rank,Probability,Frequency
"2009-2010",47.6,1,4.16666666666667,24
"2017-2018",42,2,8.33333333333333,12
"2007-2008",35.4,3,12.5,8
"2004-2005",29.6,4,16.6666666666667,6
"2013-2014",28.4,5,20.8333333333333,4.8
"2000-2001",25.8,6,25,4
"2014-2015",25.6,7,29.1666666666667,3.42857142857143
"2005-2006",24,8,33.3333333333333,3
"2001-2002",23.2,9,37.5,2.66666666666667
"2018-2019",23.2,10,41.6666666666667,2.4
"2016-2017",21.2,11,45.8333333333333,2.18181818181818
"2010-2011",20,12,50,2
"2021-2022",20,13,54.1666666666667,1.84615384615385
"2008-2009",19.6,14,58.3333333333333,1.71428571428571
"2020-2021",19.6,15,62.5,1.6
"2019-2020",18.4,16,66.6666666666667,1.5
"2011-2012",17.4,17,70.8333333333333,1.41176470588235
"2002-2003",17.2,18,75,1.33333333333333
"2006-2007",16.8,19,79.1666666666667,1.26315789473684
"1999-2000",16.2,20,83.3333333333333,1.2
"2012-2013",16,21,87.5,1.14285714285714
"2015-2016",15.2,22,91.6666666666667,1.09090909090909
"2003-2004",13.4,23,95.8333333333333,1.04347826086957
