Years,x30_min,rank,Probability,Frequency
"2012-2013",29.6,1,4,25
"2004-2005",28,2,8,12.5
"2001-2002",27.8,3,12,8.33333333333333
"2005-2006",26.6,4,16,6.25
"2006-2007",24.6,5,20,5
"2002-2003",23.6,6,24,4.16666666666667
"2020-2021",21.6,7,28,3.57142857142857
"2014-2015",21,8,32,3.125
"2019-2020",20.8,9,36,2.77777777777778
"2000-2001",20.4,10,40,2.5
"2018-2019",20.2,11,44,2.27272727272727
"2009-2010",20,12,48,2.08333333333333
"1998-1999",19.6,13,52,1.92307692307692
"2007-2008",19.2,14,56,1.78571428571429
"2013-2014",19.2,15,60,1.66666666666667
"2003-2004",18.6,16,64,1.5625
"2016-2017",18.4,17,68,1.47058823529412
"2010-2011",18.2,18,72,1.38888888888889
"2015-2016",17.6,19,76,1.31578947368421
"1999-2000",16.6,20,80,1.25
"2011-2012",15.8,21,84,1.19047619047619
"2008-2009",15.4,22,88,1.13636363636364
"2017-2018",15.2,23,92,1.08695652173913
"2021-2022",15,24,96,1.04166666666667
