Years,x1_hr,rank,Probability,Frequency
"2008-2009",30.7,1,6.25,16
"2015-2016",26.7,2,12.5,8
"2009-2010",24,3,18.75,5.33333333333333
"2019-2020",20.9,4,25,4
"2018-2019",20.9,5,31.25,3.2
"2014-2015",20.5,6,37.5,2.66666666666667
"2020-2021",20.5,7,43.75,2.28571428571429
"2016-2017",19.8,8,50,2
"2017-2018",18.9,9,56.25,1.77777777777778
"2012-2013",18.8,10,62.5,1.6
"2013-2014",14,11,68.75,1.45454545454545
"2007-2008",13.9,12,75,1.33333333333333
"2011-2012",13,13,81.25,1.23076923076923
"2021-2022",12,14,87.5,1.14285714285714
"2010-2011",10.8,15,93.75,1.06666666666667
