Years,x50_min,rank,Probability,Frequency
"2012-2013",19.8,1,4.76190476190476,21
"2016-2017",13.68,2,9.52380952380952,10.5
"2017-2018",10.08,3,14.2857142857143,7
"2021-2022",8.64,4,19.047619047619,5.25
"2020-2021",8.28,5,23.8095238095238,4.2
"2013-2014",8.16,6,28.5714285714286,3.5
"2019-2020",8.04,7,33.3333333333333,3
"2009-2010",7.2,8,38.0952380952381,2.625
"2018-2019",6.6,9,42.8571428571429,2.33333333333333
"2003-2004",5.88,10,47.6190476190476,2.1
"2006-2007",5.52,11,52.3809523809524,1.90909090909091
"2010-2011",5.16,12,57.1428571428571,1.75
"2002-2003",3.96,13,61.9047619047619,1.61538461538462
"2015-2016",3.24,14,66.6666666666667,1.5
"2014-2015",2.88,15,71.4285714285714,1.4
"2008-2009",1.8,16,76.1904761904762,1.3125
"2005-2006",0.96,17,80.9523809523809,1.23529411764706
"2011-2012",0.96,18,85.7142857142857,1.16666666666667
"2004-2005",0.72,19,90.4761904761905,1.10526315789474
"2007-2008",0.72,20,95.2380952380952,1.05
