Years,x1_hr,rank,Probability,Frequency
"2014-2015",33.614,1,4.76190476190476,21
"2009-2010",19.1,2,9.52380952380952,10.5
"2012-2013",18.5,3,14.2857142857143,7
"2015-2016",18.4,4,19.047619047619,5.25
"2018-2019",17.3,5,23.8095238095238,4.2
"2013-2014",17.1,6,28.5714285714286,3.5
"2020-2021",16.1,7,33.3333333333333,3
"2007-2008",15.7,8,38.0952380952381,2.625
"2017-2018",15.6,9,42.8571428571429,2.33333333333333
"2019-2020",15.3,10,47.6190476190476,2.1
"2016-2017",14.9,11,52.3809523809524,1.90909090909091
"2004-2005",14.2,12,57.1428571428571,1.75
"2005-2006",14.2,13,61.9047619047619,1.61538461538462
"2008-2009",14.1,14,66.6666666666667,1.5
"2006-2007",13,15,71.4285714285714,1.4
"2021-2022",12.4,16,76.1904761904762,1.3125
"2002-2003",12.1,17,80.9523809523809,1.23529411764706
"2010-2011",11.8,18,85.7142857142857,1.16666666666667
"2011-2012",11.7,19,90.4761904761905,1.10526315789474
"2003-2004",9.2,20,95.2380952380952,1.05
