Years,x6_hr,rank,Probability,Frequency
"2012-2013",5.43333333333333,1,7.69230769230769,13
"2013-2014",5.21666666666667,2,15.3846153846154,6.5
"2018-2019",5.08333333333333,3,23.0769230769231,4.33333333333333
"2017-2018",5,4,30.7692307692308,3.25
"2015-2016",4.66666666666667,5,38.4615384615385,2.6
"2019-2020",4.56666666666667,6,46.1538461538462,2.16666666666667
"2014-2015",4.15,7,53.8461538461538,1.85714285714286
"2021-2022",3.93333333333333,8,61.5384615384615,1.625
"2016-2017",3.75,9,69.2307692307692,1.44444444444444
"2011-2012",3.61666666666667,10,76.9230769230769,1.3
"2020-2021",3.51666666666667,11,84.6153846153846,1.18181818181818
"2010-2011",2.53333333333333,12,92.3076923076923,1.08333333333333
