Years,x2_5_hr,rank,Probability,Frequency
"2012-2013",26.4,1,7.14285714285714,14
"2017-2018",22.24,2,14.2857142857143,7
"2014-2015",19.24,3,21.4285714285714,4.66666666666667
"2019-2020",17.36,4,28.5714285714286,3.5
"2021-2022",12.36,5,35.7142857142857,2.8
"2010-2011",12.2,6,42.8571428571429,2.33333333333333
"2009-2010",12.16,7,50,2
"2020-2021",11.52,8,57.1428571428571,1.75
"2013-2014",11.04,9,64.2857142857143,1.55555555555556
"2011-2012",10.56,10,71.4285714285714,1.4
"2018-2019",10.36,11,78.5714285714286,1.27272727272727
"2016-2017",10.12,12,85.7142857142857,1.16666666666667
"2015-2016",5.24,13,92.8571428571429,1.07692307692308
