Years,x3_5_hr,rank,Probability,Frequency
"2014-2015",17.4874285714286,1,4.76190476190476,21
"2019-2020",10.4285714285714,2,9.52380952380952,10.5
"2015-2016",10.4,3,14.2857142857143,7
"2012-2013",10,4,19.047619047619,5.25
"2020-2021",9.22857142857143,5,23.8095238095238,4.2
"2009-2010",9.2,6,28.5714285714286,3.5
"2010-2011",9.2,7,33.3333333333333,3
"2006-2007",9.02857142857143,8,38.0952380952381,2.625
"2021-2022",8.88571428571429,9,42.8571428571429,2.33333333333333
"2002-2003",8.88571428571428,10,47.6190476190476,2.1
"2005-2006",8.2,11,52.3809523809524,1.90909090909091
"2007-2008",8.05714285714286,12,57.1428571428571,1.75
"2004-2005",8,13,61.9047619047619,1.61538461538462
"2017-2018",7.77142857142857,14,66.6666666666667,1.5
"2016-2017",7.45714285714286,15,71.4285714285714,1.4
"2013-2014",7.4,16,76.1904761904762,1.3125
"2011-2012",6.6,17,80.9523809523809,1.23529411764706
"2003-2004",6.4,18,85.7142857142857,1.16666666666667
"2008-2009",5.74285714285714,19,90.4761904761905,1.10526315789474
"2018-2019",5.54285714285714,20,95.2380952380952,1.05
