Years,x40_min,rank,Probability,Frequency
"1997-1998",64.77,1,3.7037037037037,27
"2009-2010",43.2,2,7.40740740740741,13.5
"1996-1997",43.053,3,11.1111111111111,9
"2016-2017",30.3,4,14.8148148148148,6.75
"2004-2005",22.2,5,18.5185185185185,5.4
"1998-1999",21.45,6,22.2222222222222,4.5
"2018-2019",20.85,7,25.9259259259259,3.85714285714286
"2005-2006",19.2,8,29.6296296296296,3.375
"2017-2018",19.2,9,33.3333333333333,3
"2012-2013",18.75,10,37.037037037037,2.7
"2001-2002",18.45,11,40.7407407407407,2.45454545454545
"2013-2014",18.45,12,44.4444444444444,2.25
"2015-2016",17.25,13,48.1481481481481,2.07692307692308
"2006-2007",17.1,14,51.8518518518518,1.92857142857143
"2002-2003",16.95,15,55.5555555555556,1.8
"2008-2009",16.35,16,59.2592592592593,1.6875
"2020-2021",15.75,17,62.962962962963,1.58823529411765
"2011-2012",15.15,18,66.6666666666667,1.5
"2019-2020",14.25,19,70.3703703703704,1.42105263157895
"2010-2011",14.1,20,74.0740740740741,1.35
"1999-2000",12.6,21,77.7777777777778,1.28571428571429
"2014-2015",12.45,22,81.4814814814815,1.22727272727273
"2003-2004",12,23,85.1851851851852,1.17391304347826
"2021-2022",11.7,24,88.8888888888889,1.125
"2000-2001",11.55,25,92.5925925925926,1.08
"2007-2008",10.95,26,96.2962962962963,1.03846153846154
