Years,x3_5_hr,rank,Probability,Frequency
"2014-2015",12.22857143,1,3.84615384615385,26
"2020-2021",11.42857143,2,7.69230769230769,13
"2013-2014",10.45714286,3,11.5384615384615,8.66666666666667
"2004-2005",10.02857143,4,15.3846153846154,6.5
"2000-2001",10,5,19.2307692307692,5.2
"2008-2009",9.971428571,6,23.0769230769231,4.33333333333333
"2021-2022",8.6,7,26.9230769230769,3.71428571428571
"2010-2011",8.514285714,8,30.7692307692308,3.25
"2011-2012",7.771428571,9,34.6153846153846,2.88888888888889
"2001-2002",7.485714286,10,38.4615384615385,2.6
"2019-2020",7.285714286,11,42.3076923076923,2.36363636363636
"2018-2019",7.171428571,12,46.1538461538462,2.16666666666667
"1996-1997",6.914285714,13,50,2
"2003-2004",6.885714286,14,53.8461538461538,1.85714285714286
"2006-2007",6.771428571,15,57.6923076923077,1.73333333333333
"2015-2016",6.771428571,16,61.5384615384615,1.625
"2007-2008",6.628571429,17,65.3846153846154,1.52941176470588
"2012-2013",6.514285714,18,69.2307692307692,1.44444444444444
"1997-1998",6.428571429,19,73.0769230769231,1.36842105263158
"1995-1996",5.628571429,20,76.9230769230769,1.3
"2017-2018",5.542857143,21,80.7692307692308,1.23809523809524
"2009-2010",5.2,22,84.6153846153846,1.18181818181818
"2002-2003",4.828571429,23,88.4615384615385,1.1304347826087
"2005-2006",4.742857143,24,92.3076923076923,1.08333333333333
"2016-2017",3.771428571,25,96.1538461538462,1.04
