Years,x4_5_hr,rank,Probability,Frequency
"2010-2011",7.75555555555556,1,16.6666666666667,6
"2009-2010",6.88888888888889,2,33.3333333333333,3
"2008-2009",6.77777777777778,3,50,2
"2011-2012",6.15555555555556,4,66.6666666666667,1.5
"2005-2006",5.68888888888889,5,83.3333333333333,1.2
