Years,x5_hr,rank,Probability,Frequency
"2015-2016",9.82,1,3.84615384615385,26
"2019-2020",7.82,2,7.69230769230769,13
"2008-2009",7.38,3,11.5384615384615,8.66666666666667
"2002-2003",6.7,4,15.3846153846154,6.5
"2001-2002",6.2,5,19.2307692307692,5.2
"1998-1999",6.06,6,23.0769230769231,4.33333333333333
"2017-2018",5.96,7,26.9230769230769,3.71428571428571
"2020-2021",5.94,8,30.7692307692308,3.25
"2014-2015",5.9,9,34.6153846153846,2.88888888888889
"2013-2014",5.82,10,38.4615384615385,2.6
"2009-2010",5.56,11,42.3076923076923,2.36363636363636
"2010-2011",5.42,12,46.1538461538462,2.16666666666667
"2003-2004",5.28,13,50,2
"2005-2006",5.26,14,53.8461538461538,1.85714285714286
"2006-2007",5.18,15,57.6923076923077,1.73333333333333
"2012-2013",4.64,16,61.5384615384615,1.625
"1999-2000",4.62,17,65.3846153846154,1.52941176470588
"2018-2019",4.54,18,69.2307692307692,1.44444444444444
"2016-2017",4.44,19,73.0769230769231,1.36842105263158
"1997-1998",4.28,20,76.9230769230769,1.3
"2004-2005",4.28,21,80.7692307692308,1.23809523809524
"2021-2022",4.16,22,84.6153846153846,1.18181818181818
"1996-1997",3.84,23,88.4615384615385,1.1304347826087
"2007-2008",3.8,24,92.3076923076923,1.08333333333333
"2011-2012",3.32,25,96.1538461538462,1.04
