Years,x1_hr,rank,Probability,Frequency
"2017-2018",42.6,1,6.25,16
"2020-2021",41.1,2,12.5,8
"2011-2012",33.7,3,18.75,5.33333333333333
"2010-2011",26.7,4,25,4
"2021-2022",25.7,5,31.25,3.2
"2018-2019",25.6,6,37.5,2.66666666666667
"2013-2014",25.2,7,43.75,2.28571428571429
"2012-2013",24.6,8,50,2
"2016-2017",21.9,9,56.25,1.77777777777778
"2014-2015",21.6,10,62.5,1.6
"2009-2010",19.9,11,68.75,1.45454545454545
"2019-2020",17.2,12,75,1.33333333333333
"2007-2008",17.1,13,81.25,1.23076923076923
"2015-2016",16.3,14,87.5,1.14285714285714
"2008-2009",12.6,15,93.75,1.06666666666667
