Years,x4_5_hr,rank,Probability,Frequency
"2009-2010",12.5111111111111,1,5.26315789473684,19
"2018-2019",12.2666666666667,2,10.5263157894737,9.5
"2010-2011",11.9111111111111,3,15.7894736842105,6.33333333333333
"2012-2013",11.7333333333333,4,21.0526315789474,4.75
"2007-2008",11.6222222222222,5,26.3157894736842,3.8
"2021-2022",10.3555555555556,6,31.5789473684211,3.16666666666667
"2011-2012",10.2,7,36.8421052631579,2.71428571428571
"2004-2005",9.04444444444444,8,42.1052631578947,2.375
"2015-2016",8.84444444444444,9,47.3684210526316,2.11111111111111
"2014-2015",8.6,10,52.6315789473684,1.9
"2017-2018",8.37777777777778,11,57.8947368421053,1.72727272727273
"2006-2007",7.86666666666667,12,63.1578947368421,1.58333333333333
"2013-2014",7.57777777777778,13,68.4210526315789,1.46153846153846
"2019-2020",7.46666666666667,14,73.6842105263158,1.35714285714286
"2020-2021",7.15555555555556,15,78.9473684210526,1.26666666666667
"2005-2006",7.04444444444444,16,84.2105263157895,1.1875
"2016-2017",5.68888888888889,17,89.4736842105263,1.11764705882353
"2008-2009",4.13333333333333,18,94.7368421052632,1.05555555555556
