Years,x30_min,rank,Probability,Frequency
"2010-2011",55.6,1,7.14285714285714,14
"2013-2014",47,2,14.2857142857143,7
"2012-2013",38.8,3,21.4285714285714,4.66666666666667
"2015-2016",38,4,28.5714285714286,3.5
"2021-2022",37,5,35.7142857142857,2.8
"2020-2021",35.8,6,42.8571428571429,2.33333333333333
"2017-2018",32.8,7,50,2
"2018-2019",31.2,8,57.1428571428571,1.75
"2019-2020",30,9,64.2857142857143,1.55555555555556
"2011-2012",28,10,71.4285714285714,1.4
"2009-2010",27.2,11,78.5714285714286,1.27272727272727
"2014-2015",23.2,12,85.7142857142857,1.16666666666667
"2016-2017",19.6,13,92.8571428571429,1.07692307692308
