Years,x40_min,rank,Probability,Frequency
"2013-2014",23.7,1,10,10
"2011-2012",22.5,2,20,5
"2010-2011",20.1,3,30,3.33333333333333
"2009-2010",18.3,4,40,2.5
"2016-2017",17.1,5,50,2
"2012-2013",16.35,6,60,1.66666666666667
"2014-2015",15.45,7,70,1.42857142857143
"2015-2016",14.1,8,80,1.25
"2008-2009",13.2,9,90,1.11111111111111
