Years,x3_5_hr,rank,Probability,Frequency
"2008-2009",5.17142857142857,1,20,5
"2011-2012",4,2,40,2.5
"2005-2006",2.97142857142857,3,60,1.66666666666667
"2010-2011",2.11428571428571,4,80,1.25
