Years,x5_hr,rank,Probability,Frequency
"2020-2021",15.24,1,3.84615384615385,26
"1999-2000",12.18,2,7.69230769230769,13
"2002-2003",11.32,3,11.5384615384615,8.66666666666667
"2001-2002",10.72,4,15.3846153846154,6.5
"2021-2022",10.6,5,19.2307692307692,5.2
"2009-2010",9.66,6,23.0769230769231,4.33333333333333
"1994-1995",9.26,7,26.9230769230769,3.71428571428571
"2014-2015",9.22,8,30.7692307692308,3.25
"2019-2020",8.76,9,34.6153846153846,2.88888888888889
"2006-2007",8.1,10,38.4615384615385,2.6
"2012-2013",8.08,11,42.3076923076923,2.36363636363636
"2013-2014",8.04,12,46.1538461538462,2.16666666666667
"2004-2005",8.04,13,50,2
"2010-2011",7.84,14,53.8461538461538,1.85714285714286
"2018-2019",7.32,15,57.6923076923077,1.73333333333333
"2007-2008",7.24,16,61.5384615384615,1.625
"2008-2009",7.14,17,65.3846153846154,1.52941176470588
"2016-2017",6.64,18,69.2307692307692,1.44444444444444
"2011-2012",6.3,19,73.0769230769231,1.36842105263158
"2015-2016",6.02,20,76.9230769230769,1.3
"2000-2001",5.62,21,80.7692307692308,1.23809523809524
"2005-2006",5,22,84.6153846153846,1.18181818181818
"2017-2018",4.74,23,88.4615384615385,1.1304347826087
"2003-2004",4.26,24,92.3076923076923,1.08333333333333
"1993-1994",3.46,25,96.1538461538462,1.04
