Years,x20_min,rank,Probability,Frequency
"2018-2019",80.4,1,5,20
"2017-2018",66.6,2,10,10
"2013-2014",49.5,3,15,6.66666666666667
"2012-2013",44.4,4,20,5
"2015-2016",36.9,5,25,4
"2009-2010",35.7,6,30,3.33333333333333
"2011-2012",35.4,7,35,2.85714285714286
"2014-2015",33,8,40,2.5
"2006-2007",32.1,9,45,2.22222222222222
"2019-2020",31.8,10,50,2
"2020-2021",30.9,11,55,1.81818181818182
"2008-2009",29.7,12,60,1.66666666666667
"2004-2005",24.6,13,65,1.53846153846154
"2007-2008",22.5,14,70,1.42857142857143
"2021-2022",21.9,15,75,1.33333333333333
"2005-2006",20.4,16,80,1.25
"2010-2011",19.8,17,85,1.17647058823529
"2003-2004",17.4,18,90,1.11111111111111
"2016-2017",16.5,19,95,1.05263157894737
