Years,x4_hr,rank,Probability,Frequency
"2005-2006",17.1,1,20,5
"2009-2010",8.01675,2,40,2.5
"2008-2009",6.625,3,60,1.66666666666667
"2011-2012",6.075,4,80,1.25
