Years,x20_min,rank,Probability,Frequency
"2015-2016",78.6,1,6.66666666666667,15
"2019-2020",58.2,2,13.3333333333333,7.5
"2017-2018",45.6,3,20,5
"2014-2015",38.1,4,26.6666666666667,3.75
"2012-2013",36,5,33.3333333333333,3
"2021-2022",33,6,40,2.5
"2013-2014",31.8,7,46.6666666666667,2.14285714285714
"2008-2009",30.3,8,53.3333333333333,1.875
"2009-2010",27.3,9,60,1.66666666666667
"2007-2008",27.3,10,66.6666666666667,1.5
"2018-2019",21,11,73.3333333333333,1.36363636363636
"2010-2011",16.5,12,80,1.25
"2020-2021",14.7,13,86.6666666666667,1.15384615384615
"2016-2017",14.4,14,93.3333333333333,1.07142857142857
