Years,x30_min,rank,Probability,Frequency
"2011-2012",51.4,1,5.55555555555556,18
"2019-2020",31.8,2,11.1111111111111,9
"2012-2013",30,3,16.6666666666667,6
"2005-2006",29.6,4,22.2222222222222,4.5
"2014-2015",28.8,5,27.7777777777778,3.6
"2015-2016",28.4,6,33.3333333333333,3
"2018-2019",22.8,7,38.8888888888889,2.57142857142857
"2017-2018",22,8,44.4444444444444,2.25
"2021-2022",21.2,9,50,2
"2010-2011",17.8,10,55.5555555555556,1.8
"2013-2014",17.6,11,61.1111111111111,1.63636363636364
"2007-2008",17.2,12,66.6666666666667,1.5
"2009-2010",17,13,72.2222222222222,1.38461538461538
"2006-2007",16.8,14,77.7777777777778,1.28571428571429
"2008-2009",14.8,15,83.3333333333333,1.2
"2020-2021",13,16,88.8888888888889,1.125
"2016-2017",12.2,17,94.4444444444444,1.05882352941176
