Years,x1_5_hr,rank,Probability,Frequency
"2021-2022",27.1333333333333,1,4.76190476190476,21
"2014-2015",21.9333333333333,2,9.52380952380952,10.5
"2013-2014",21.3333333333333,3,14.2857142857143,7
"2016-2017",20.6666666666667,4,19.047619047619,5.25
"2005-2006",20.6,5,23.8095238095238,4.2
"2009-2010",19.7333333333333,6,28.5714285714286,3.5
"2006-2007",16.8666666666667,7,33.3333333333333,3
"2004-2005",16.4666666666667,8,38.0952380952381,2.625
"2018-2019",15.8666666666667,9,42.8571428571429,2.33333333333333
"2020-2021",15.7333333333333,10,47.6190476190476,2.1
"2012-2013",15.1333333333333,11,52.3809523809524,1.90909090909091
"2019-2020",13.4,12,57.1428571428571,1.75
"2017-2018",12.8,13,61.9047619047619,1.61538461538462
"2015-2016",12.7333333333333,14,66.6666666666667,1.5
"2007-2008",12.2,15,71.4285714285714,1.4
"2011-2012",10.2,16,76.1904761904762,1.3125
"2010-2011",10,17,80.9523809523809,1.23529411764706
"2008-2009",9.93333333333333,18,85.7142857142857,1.16666666666667
"2003-2004",9.66666666666667,19,90.4761904761905,1.10526315789474
"2002-2003",9.06666666666667,20,95.2380952380952,1.05
