Years,x4_hr,rank,Probability,Frequency
"2002-2003",13.35,1,4,25
"2006-2007",10.3,2,8,12.5
"2010-2011",10.075,3,12,8.33333333333333
"2019-2020",10.075,4,16,6.25
"1999-2000",9.675,5,20,5
"2005-2006",9.6,6,24,4.16666666666667
"2016-2017",9.125,7,28,3.57142857142857
"2012-2013",9.05,8,32,3.125
"2003-2004",8.775,9,36,2.77777777777778
"2011-2012",8.5,10,40,2.5
"2004-2005",8.45,11,44,2.27272727272727
"2015-2016",8.025,12,48,2.08333333333333
"2021-2022",7.975,13,52,1.92307692307692
"2013-2014",7.6,14,56,1.78571428571429
"2014-2015",7.425,15,60,1.66666666666667
"2020-2021",7.425,16,64,1.5625
"2001-2002",7.05,17,68,1.47058823529412
"2018-2019",7,18,72,1.38888888888889
"2007-2008",6.825,19,76,1.31578947368421
"2017-2018",6.825,20,80,1.25
"2008-2009",6.625,21,84,1.19047619047619
"2009-2010",6.15,22,88,1.13636363636364
"1998-1999",6.125,23,92,1.08695652173913
"2000-2001",5.275,24,96,1.04166666666667
