Years,x1_5_hr,rank,Probability,Frequency
"1997-1998",60,1,7.69230769230769,13
"2000-2001",29.83333333,2,15.3846153846154,6.5
"1994-1995",16,3,23.0769230769231,4.33333333333333
"2002-2003",12.33333333,4,30.7692307692308,3.25
"2005-2006",11.73333333,5,38.4615384615385,2.6
"2004-2005",7.4,6,46.1538461538462,2.16666666666667
"1999-2000",7.166666667,7,53.8461538461538,1.85714285714286
"2001-2002",6.666666667,8,61.5384615384615,1.625
"1996-1997",6.5,9,69.2307692307692,1.44444444444444
"1998-1999",6.5,10,76.9230769230769,1.3
"2003-2004",6.333333333,11,84.6153846153846,1.18181818181818
"1995-1996",5.333333333,12,92.3076923076923,1.08333333333333
