Years,x3_5_hr,rank,Probability,Frequency
"2002-2003",4.65714285714286,1,9.09090909090909,11
"1998-1999",2.77142857142857,2,18.1818181818182,5.5
"2005-2006",2.51428571428571,3,27.2727272727273,3.66666666666667
"2003-2004",2.17142857142857,4,36.3636363636364,2.75
"2006-2007",2.14285714285714,5,45.4545454545455,2.2
"2004-2005",1.88571428571429,6,54.5454545454545,1.83333333333333
"2000-2001",1.71428571428571,7,63.6363636363636,1.57142857142857
"2001-2002",1.25714285714286,8,72.7272727272727,1.375
"2007-2008",1.17142857142857,9,81.8181818181818,1.22222222222222
"1999-2000",0.685714285714286,10,90.9090909090909,1.1
