Years,x4_5_hr,rank,Probability,Frequency
"2013-2014",16.2888888888889,1,4.34782608695652,23
"2020-2021",12.8888888888889,2,8.69565217391304,11.5
"2012-2013",12.1555555555556,3,13.0434782608696,7.66666666666667
"2019-2020",10.8666666666667,4,17.3913043478261,5.75
"2017-2018",10.4,5,21.7391304347826,4.6
"2004-2005",10.0666666666667,6,26.0869565217391,3.83333333333333
"2010-2011",9.64444444444444,7,30.4347826086957,3.28571428571429
"2003-2004",9.62222222222222,8,34.7826086956522,2.875
"2007-2008",9.51111111111111,9,39.1304347826087,2.55555555555556
"2014-2015",9.33333333333333,10,43.4782608695652,2.3
"2011-2012",9.31111111111111,11,47.8260869565217,2.09090909090909
"2002-2003",9.08888888888889,12,52.1739130434783,1.91666666666667
"2009-2010",8.93333333333333,13,56.5217391304348,1.76923076923077
"2006-2007",8.57777777777778,14,60.8695652173913,1.64285714285714
"2016-2017",8.28888888888889,15,65.2173913043478,1.53333333333333
"2005-2006",7.42222222222222,16,69.5652173913043,1.4375
"2018-2019",7.17777777777778,17,73.9130434782609,1.35294117647059
"2000-2001",7.11111111111111,18,78.2608695652174,1.27777777777778
"2008-2009",7,19,82.6086956521739,1.21052631578947
"1999-2000",5.97777777777778,20,86.9565217391304,1.15
"2015-2016",5.73333333333333,21,91.304347826087,1.0952380952381
"2001-2002",5.04444444444444,22,95.6521739130435,1.04545454545455
