Years,x2_5_hr,rank,Probability,Frequency
"1997-1998",63,1,7.69230769230769,13
"2000-2001",18.8,2,15.3846153846154,6.5
"2002-2003",9.88,3,23.0769230769231,4.33333333333333
"1994-1995",9.7,4,30.7692307692308,3.25
"2005-2006",7.96,5,38.4615384615385,2.6
"2001-2002",5.72,6,46.1538461538462,2.16666666666667
"1998-1999",5.7,7,53.8461538461538,1.85714285714286
"2004-2005",5.32,8,61.5384615384615,1.625
"2003-2004",4.52,9,69.2307692307692,1.44444444444444
"1999-2000",4.3,10,76.9230769230769,1.3
"1996-1997",4.1,11,84.6153846153846,1.18181818181818
"1995-1996",3.6,12,92.3076923076923,1.08333333333333
