Years,x6_hr,rank,Probability,Frequency
"2013-2014",12.8333333333333,1,4.34782608695652,23
"2012-2013",11.2,2,8.69565217391304,11.5
"2020-2021",10.3,3,13.0434782608696,7.66666666666667
"2003-2004",9.88333333333333,4,17.3913043478261,5.75
"2019-2020",9.5,5,21.7391304347826,4.6
"2002-2003",8.75,6,26.0869565217391,3.83333333333333
"2010-2011",8.5,7,30.4347826086957,3.28571428571429
"2004-2005",8.38333333333333,8,34.7826086956522,2.875
"2009-2010",8.26666666666667,9,39.1304347826087,2.55555555555556
"2014-2015",7.98333333333333,10,43.4782608695652,2.3
"2017-2018",7.81666666666667,11,47.8260869565217,2.09090909090909
"2007-2008",7.71666666666667,12,52.1739130434783,1.91666666666667
"2006-2007",7.2,13,56.5217391304348,1.76923076923077
"2016-2017",7.05,14,60.8695652173913,1.64285714285714
"2011-2012",6.98333333333333,15,65.2173913043478,1.53333333333333
"2018-2019",6.31666666666667,16,69.5652173913043,1.4375
"2005-2006",6.23333333333333,17,73.9130434782609,1.35294117647059
"1999-2000",6.1,18,78.2608695652174,1.27777777777778
"2000-2001",6.1,19,82.6086956521739,1.21052631578947
"2008-2009",5.25,20,86.9565217391304,1.15
"2015-2016",4.31666666666667,21,91.304347826087,1.0952380952381
"2001-2002",3.78333333333333,22,95.6521739130435,1.04545454545455
