Years,x3_hr,rank,Probability,Frequency
"2019-2020",16,1,6.66666666666667,15
"2012-2013",14,2,13.3333333333333,7.5
"2014-2015",13.3,3,20,5
"2021-2022",12.1666666666667,4,26.6666666666667,3.75
"2020-2021",11.2333333333333,5,33.3333333333333,3
"2017-2018",11.0666666666667,6,40,2.5
"2010-2011",11.0666666666667,7,46.6666666666667,2.14285714285714
"2016-2017",8.96666666666667,8,53.3333333333333,1.875
"2018-2019",8.5,9,60,1.66666666666667
"2013-2014",8.26666666666667,10,66.6666666666667,1.5
"2015-2016",7.93333333333333,11,73.3333333333333,1.36363636363636
"2009-2010",7.43333333333333,12,80,1.25
"2011-2012",6.7,13,86.6666666666667,1.15384615384615
"2008-2009",6.16666666666667,14,93.3333333333333,1.07142857142857
