Years,x40_min,rank,Probability,Frequency
"2007-2008",43.05,1,5.55555555555556,18
"2008-2009",31.05,2,11.1111111111111,9
"2015-2016",29.85,3,16.6666666666667,6
"2020-2021",27.6,4,22.2222222222222,4.5
"2017-2018",26.7,5,27.7777777777778,3.6
"2009-2010",25.35,6,33.3333333333333,3
"2010-2011",24,7,38.8888888888889,2.57142857142857
"2019-2020",23.25,8,44.4444444444444,2.25
"2016-2017",22.65,9,50,2
"2014-2015",21,10,55.5555555555556,1.8
"2012-2013",20.25,11,61.1111111111111,1.63636363636364
"2011-2012",17.7,12,66.6666666666667,1.5
"2006-2007",16.95,13,72.2222222222222,1.38461538461538
"2018-2019",15.45,14,77.7777777777778,1.28571428571429
"2021-2022",13.95,15,83.3333333333333,1.2
"2005-2006",12.9,16,88.8888888888889,1.125
"2013-2014",12.9,17,94.4444444444444,1.05882352941176
