Years,x40_min,rank,Probability,Frequency
"2006-2007",43.65,1,3.84615384615385,26
"2003-2004",43.2,2,7.69230769230769,13
"2019-2020",41.85,3,11.5384615384615,8.66666666666667
"2012-2013",38.4,4,15.3846153846154,6.5
"2018-2019",37.05,5,19.2307692307692,5.2
"2017-2018",34.65,6,23.0769230769231,4.33333333333333
"1997-1998",34.05,7,26.9230769230769,3.71428571428571
"2009-2010",33.45,8,30.7692307692308,3.25
"2016-2017",33.3,9,34.6153846153846,2.88888888888889
"2001-2002",33,10,38.4615384615385,2.6
"2007-2008",28.2,11,42.3076923076923,2.36363636363636
"1996-1997",27.15,12,46.1538461538462,2.16666666666667
"2014-2015",26.85,13,50,2
"2011-2012",26.7,14,53.8461538461538,1.85714285714286
"2000-2001",24.75,15,57.6923076923077,1.73333333333333
"2008-2009",24.45,16,61.5384615384615,1.625
"2010-2011",23.7,17,65.3846153846154,1.52941176470588
"2005-2006",22.8,18,69.2307692307692,1.44444444444444
"1999-2000",22.5,19,73.0769230769231,1.36842105263158
"1998-1999",21.6,20,76.9230769230769,1.3
"2020-2021",19.65,21,80.7692307692308,1.23809523809524
"2004-2005",19.05,22,84.6153846153846,1.18181818181818
"2021-2022",18,23,88.4615384615385,1.1304347826087
"2015-2016",16.35,24,92.3076923076923,1.08333333333333
"2013-2014",11.85,25,96.1538461538462,1.04
