Years,x4_5_hr,rank,Probability,Frequency
"2019-2020",13.4666666666667,1,6.66666666666667,15
"2021-2022",11.5555555555556,2,13.3333333333333,7.5
"2020-2021",11.2222222222222,3,20,5
"2014-2015",10.5111111111111,4,26.6666666666667,3.75
"2012-2013",9.88888888888889,5,33.3333333333333,3
"2017-2018",9.26666666666667,6,40,2.5
"2015-2016",8.44444444444444,7,46.6666666666667,2.14285714285714
"2010-2011",7.82222222222222,8,53.3333333333333,1.875
"2016-2017",7.55555555555556,9,60,1.66666666666667
"2009-2010",6.93333333333333,10,66.6666666666667,1.5
"2018-2019",6.06666666666667,11,73.3333333333333,1.36363636363636
"2013-2014",6.02222222222222,12,80,1.25
"2011-2012",5.86666666666667,13,86.6666666666667,1.15384615384615
"2008-2009",4.48888888888889,14,93.3333333333333,1.07142857142857
