Years,x3_5_hr,rank,Probability,Frequency
"2002-2003",13.8571428571429,1,4,25
"2019-2020",10.5714285714286,2,8,12.5
"2006-2007",10.4285714285714,3,12,8.33333333333333
"2005-2006",10.2,4,16,6.25
"2010-2011",10.1714285714286,5,20,5
"1999-2000",10.1428571428571,6,24,4.16666666666667
"2016-2017",10.0571428571429,7,28,3.57142857142857
"2012-2013",9.91428571428571,8,32,3.125
"2003-2004",9.14285714285714,9,36,2.77777777777778
"2011-2012",9.05714285714286,10,40,2.5
"2021-2022",8.74285714285714,11,44,2.27272727272727
"2004-2005",8.65714285714286,12,48,2.08333333333333
"2015-2016",8.57142857142857,13,52,1.92307692307692
"2013-2014",8.2,14,56,1.78571428571429
"2020-2021",8.08571428571429,15,60,1.66666666666667
"2014-2015",7.91428571428571,16,64,1.5625
"2001-2002",7.8,17,68,1.47058823529412
"2008-2009",7.28571428571429,18,72,1.38888888888889
"2017-2018",7.28571428571429,19,76,1.31578947368421
"2018-2019",7.22857142857143,20,80,1.25
"2007-2008",6.82857142857143,21,84,1.19047619047619
"2009-2010",6.74285714285714,22,88,1.13636363636364
"1998-1999",6.2,23,92,1.08695652173913
"2000-2001",6.02857142857143,24,96,1.04166666666667
