Years,x4_hr,rank,Probability,Frequency
"2008-2009",8.25,1,5.55555555555556,18
"2017-2018",7.6,2,11.1111111111111,9
"2011-2012",6.875,3,16.6666666666667,6
"2021-2022",6.025,4,22.2222222222222,4.5
"2012-2013",5.6,5,27.7777777777778,3.6
"2014-2015",5.375,6,33.3333333333333,3
"2009-2010",5.175,7,38.8888888888889,2.57142857142857
"2015-2016",5.025,8,44.4444444444444,2.25
"2013-2014",4.6,9,50,2
"2020-2021",4.55,10,55.5555555555556,1.8
"2019-2020",4.525,11,61.1111111111111,1.63636363636364
"2018-2019",4.475,12,66.6666666666667,1.5
"2016-2017",4.35,13,72.2222222222222,1.38461538461538
"2010-2011",4.025,14,77.7777777777778,1.28571428571429
"2006-2007",3.175,15,83.3333333333333,1.2
"2007-2008",2.875,16,88.8888888888889,1.125
"1993-1994",2.4,17,94.4444444444444,1.05882352941176
