Years,x5_hr,rank,Probability,Frequency
"2019-2020",9.06,1,3.57142857142857,28
"2001-2002",8.54,2,7.14285714285714,14
"2010-2011",8.46,3,10.7142857142857,9.33333333333333
"2007-2008",7.88,4,14.2857142857143,7
"1997-1998",7.08,5,17.8571428571429,5.6
"2016-2017",6.4,6,21.4285714285714,4.66666666666667
"2002-2003",6.38,7,25,4
"2020-2021",6.36,8,28.5714285714286,3.5
"2013-2014",6.22,9,32.1428571428571,3.11111111111111
"2015-2016",6.1,10,35.7142857142857,2.8
"2006-2007",5.7,11,39.2857142857143,2.54545454545455
"2012-2013",5.62,12,42.8571428571429,2.33333333333333
"2011-2012",5.48,13,46.4285714285714,2.15384615384615
"2000-2001",5.46,14,50,2
"2003-2004",5.14,15,53.5714285714286,1.86666666666667
"2005-2006",5.12,16,57.1428571428571,1.75
"2014-2015",4.94,17,60.7142857142857,1.64705882352941
"2004-2005",4.86,18,64.2857142857143,1.55555555555556
"2009-2010",4.54,19,67.8571428571429,1.47368421052632
"2017-2018",4.48,20,71.4285714285714,1.4
"1996-1997",4.34,21,75,1.33333333333333
"2018-2019",4.18,22,78.5714285714286,1.27272727272727
"2008-2009",3.72,23,82.1428571428571,1.21739130434783
"2021-2022",3.56,24,85.7142857142857,1.16666666666667
"1999-2000",2.38,25,89.2857142857143,1.12
"1995-1996",1.72,26,92.8571428571429,1.07692307692308
"1998-1999",0.52,27,96.4285714285714,1.03703703703704
