Years,x4_5_hr,rank,Probability,Frequency
"2017-2018",13.0666666666667,1,6.25,16
"2011-2012",11.9777777777778,2,12.5,8
"2010-2011",11.8,3,18.75,5.33333333333333
"2014-2015",11.0888888888889,4,25,4
"2020-2021",10.6,5,31.25,3.2
"2012-2013",10.4444444444444,6,37.5,2.66666666666667
"2019-2020",10.2666666666667,7,43.75,2.28571428571429
"2021-2022",9.8,8,50,2
"2009-2010",9.66666666666667,9,56.25,1.77777777777778
"2007-2008",9.04444444444444,10,62.5,1.6
"2008-2009",8.95555555555556,11,68.75,1.45454545454545
"2018-2019",8.53333333333333,12,75,1.33333333333333
"2016-2017",8.17777777777778,13,81.25,1.23076923076923
"2015-2016",7.35555555555555,14,87.5,1.14285714285714
"2013-2014",4.11111111111111,15,93.75,1.06666666666667
