Years,x5_hr,rank,Probability,Frequency
"2021-2022",9.16,1,6.66666666666667,15
"2009-2010",6.94,2,13.3333333333333,7.5
"2018-2019",6.4,3,20,5
"2015-2016",6.22,4,26.6666666666667,3.75
"2012-2013",6.02,5,33.3333333333333,3
"2017-2018",5.98,6,40,2.5
"2010-2011",5.72,7,46.6666666666667,2.14285714285714
"2020-2021",5.48,8,53.3333333333333,1.875
"2019-2020",5.38,9,60,1.66666666666667
"2008-2009",4.56,10,66.6666666666667,1.5
"2014-2015",4.52,11,73.3333333333333,1.36363636363636
"2007-2008",4.08,12,80,1.25
"2016-2017",3.94,13,86.6666666666667,1.15384615384615
"2013-2014",3.92,14,93.3333333333333,1.07142857142857
