Years,x50_min,rank,Probability,Frequency
"2010-2011",39.84,1,7.14285714285714,14
"2021-2022",33.84,2,14.2857142857143,7
"2013-2014",33,3,21.4285714285714,4.66666666666667
"2020-2021",31.08,4,28.5714285714286,3.5
"2012-2013",26.64,5,35.7142857142857,2.8
"2019-2020",26.52,6,42.8571428571429,2.33333333333333
"2015-2016",26.04,7,50,2
"2017-2018",22.2,8,57.1428571428571,1.75
"2018-2019",21.72,9,64.2857142857143,1.55555555555556
"2014-2015",21,10,71.4285714285714,1.4
"2011-2012",18.72,11,78.5714285714286,1.27272727272727
"2009-2010",18,12,85.7142857142857,1.16666666666667
"2016-2017",13.44,13,92.8571428571429,1.07692307692308
