Years,x4_5_hr,rank,Probability,Frequency
"2013-2014",7.35555555555556,1,3.7037037037037,27
"2014-2015",6.62222222222222,2,7.40740740740741,13.5
"2008-2009",5.68888888888889,3,11.1111111111111,9
"2006-2007",4.82222222222222,4,14.8148148148148,6.75
"1997-1998",4.6,5,18.5185185185185,5.4
"2009-2010",4.57777777777778,6,22.2222222222222,4.5
"2019-2020",4.53333333333333,7,25.9259259259259,3.85714285714286
"2004-2005",4.51111111111111,8,29.6296296296296,3.375
"2000-2001",4.28888888888889,9,33.3333333333333,3
"2010-2011",4.11111111111111,10,37.037037037037,2.7
"2018-2019",3.93333333333333,11,40.7407407407407,2.45454545454545
"2017-2018",3.91111111111111,12,44.4444444444444,2.25
"2002-2003",3.82222222222222,13,48.1481481481481,2.07692307692308
"2003-2004",3.66666666666667,14,51.8518518518518,1.92857142857143
"2005-2006",3.66666666666667,15,55.5555555555556,1.8
"2012-2013",3.55555555555556,16,59.2592592592593,1.6875
"1996-1997",3.48888888888889,17,62.962962962963,1.58823529411765
"2015-2016",3.08888888888889,18,66.6666666666667,1.5
"2020-2021",2.88888888888889,19,70.3703703703704,1.42105263157895
"1999-2000",2.64444444444444,20,74.0740740740741,1.35
"2007-2008",2.46666666666667,21,77.7777777777778,1.28571428571429
"2021-2022",2.4,22,81.4814814814815,1.22727272727273
"2016-2017",2.35555555555556,23,85.1851851851852,1.17391304347826
"2001-2002",2.31111111111111,24,88.8888888888889,1.125
"2011-2012",2.24444444444444,25,92.5925925925926,1.08
"1998-1999",2.08888888888889,26,96.2962962962963,1.03846153846154
