Years,x2_hr,rank,Probability,Frequency
"2020-2021",29.4,1,7.14285714285714,14
"2021-2022",28.75,2,14.2857142857143,7
"2010-2011",20.45,3,21.4285714285714,4.66666666666667
"2019-2020",16.75,4,28.5714285714286,3.5
"2018-2019",16.6,5,35.7142857142857,2.8
"2012-2013",15.25,6,42.8571428571429,2.33333333333333
"2013-2014",15.25,7,50,2
"2017-2018",13.5,8,57.1428571428571,1.75
"2015-2016",12.9,9,64.2857142857143,1.55555555555556
"2014-2015",11.05,10,71.4285714285714,1.4
"2009-2010",10.95,11,78.5714285714286,1.27272727272727
"2011-2012",10.6,12,85.7142857142857,1.16666666666667
"2016-2017",9.85,13,92.8571428571429,1.07692307692308
