Years,x6_hr,rank,Probability,Frequency
"2010-2011",11.61666667,1,4.54545454545455,22
"2019-2020",9.5,2,9.09090909090909,11
"2002-2003",9.466666667,3,13.6363636363636,7.33333333333333
"2015-2016",8.216666667,4,18.1818181818182,5.5
"2018-2019",7.666666667,5,22.7272727272727,4.4
"2020-2021",7.666666667,6,27.2727272727273,3.66666666666667
"2014-2015",7.416666667,7,31.8181818181818,3.14285714285714
"2005-2006",6.816666667,8,36.3636363636364,2.75
"2003-2004",6.766666667,9,40.9090909090909,2.44444444444444
"2009-2010",6.5,10,45.4545454545455,2.2
"2004-2005",6.35,11,50,2
"2012-2013",6.083333333,12,54.5454545454545,1.83333333333333
"2011-2012",5.85,13,59.0909090909091,1.69230769230769
"2007-2008",5.833333333,14,63.6363636363636,1.57142857142857
"2008-2009",5.583333333,15,68.1818181818182,1.46666666666667
"2001-2002",5.566666667,16,72.7272727272727,1.375
"2016-2017",5.55,17,77.2727272727273,1.29411764705882
"2021-2022",5.4,18,81.8181818181818,1.22222222222222
"2017-2018",5.366666667,19,86.3636363636364,1.15789473684211
"2006-2007",5.05,20,90.9090909090909,1.1
"2013-2014",3.75,21,95.4545454545455,1.04761904761905
