Years,x2_hr,rank,Probability,Frequency
"2017-2018",14.7,1,5.55555555555556,18
"2008-2009",14.5,2,11.1111111111111,9
"2014-2015",8.6,3,16.6666666666667,6
"2011-2012",8.5,4,22.2222222222222,4.5
"2016-2017",7.9,5,27.7777777777778,3.6
"2018-2019",7.8,6,33.3333333333333,3
"2021-2022",7.75,7,38.8888888888889,2.57142857142857
"2015-2016",7.65,8,44.4444444444444,2.25
"2009-2010",7.3,9,50,2
"2012-2013",7,10,55.5555555555556,1.8
"2019-2020",6.9,11,61.1111111111111,1.63636363636364
"2020-2021",6.85,12,66.6666666666667,1.5
"2013-2014",6.3,13,72.2222222222222,1.38461538461538
"2006-2007",5.7,14,77.7777777777778,1.28571428571429
"2007-2008",5.45,15,83.3333333333333,1.2
"2010-2011",5.3,16,88.8888888888889,1.125
"1993-1994",4.3,17,94.4444444444444,1.05882352941176
