Years,x3_hr,rank,Probability,Frequency
"2001-2002",19.7,1,3.84615384615385,26
"1998-1999",18.3,2,7.69230769230769,13
"2002-2003",18.2,3,11.5384615384615,8.66666666666667
"2018-2019",16.4666666666667,4,15.3846153846154,6.5
"2005-2006",15.8666666666667,5,19.2307692307692,5.2
"2019-2020",15.6333333333333,6,23.0769230769231,4.33333333333333
"2013-2014",14.8,7,26.9230769230769,3.71428571428571
"2010-2011",14.2,8,30.7692307692308,3.25
"2003-2004",11.6333333333333,9,34.6153846153846,2.88888888888889
"2016-2017",11.1333333333333,10,38.4615384615385,2.6
"2007-2008",10.4333333333333,11,42.3076923076923,2.36363636363636
"2011-2012",9.93333333333333,12,46.1538461538462,2.16666666666667
"2020-2021",9.8,13,50,2
"2006-2007",9.5,14,53.8461538461538,1.85714285714286
"2021-2022",9.43333333333333,15,57.6923076923077,1.73333333333333
"2012-2013",9.1,16,61.5384615384615,1.625
"2014-2015",8.83333333333333,17,65.3846153846154,1.52941176470588
"2009-2010",8.4,18,69.2307692307692,1.44444444444444
"2004-2005",7.36666666666667,19,73.0769230769231,1.36842105263158
"2015-2016",7.16666666666667,20,76.9230769230769,1.3
"2017-2018",6.93333333333333,21,80.7692307692308,1.23809523809524
"1999-2000",6.73333333333333,22,84.6153846153846,1.18181818181818
"2000-2001",6.7,23,88.4615384615385,1.1304347826087
"2008-2009",5.06666666666667,24,92.3076923076923,1.08333333333333
"1997-1998",5.03333333333333,25,96.1538461538462,1.04
