Years,x2_5_hr,rank,Probability,Frequency
"2015-2016",12.72,1,3.84615384615385,26
"2001-2002",12.28,2,7.69230769230769,13
"2008-2009",11.48,3,11.5384615384615,8.66666666666667
"2019-2020",11.4,4,15.3846153846154,6.5
"2017-2018",10.32,5,19.2307692307692,5.2
"2006-2007",10.28,6,23.0769230769231,4.33333333333333
"2003-2004",9.52,7,26.9230769230769,3.71428571428571
"2002-2003",9.04,8,30.7692307692308,3.25
"2020-2021",8.84,9,34.6153846153846,2.88888888888889
"2014-2015",8.44,10,38.4615384615385,2.6
"2013-2014",8.04,11,42.3076923076923,2.36363636363636
"2005-2006",7.76,12,46.1538461538462,2.16666666666667
"2012-2013",7.76,13,50,2
"2004-2005",7.6,14,53.8461538461538,1.85714285714286
"2007-2008",7.6,15,57.6923076923077,1.73333333333333
"2009-2010",7.4,16,61.5384615384615,1.625
"1998-1999",7.16,17,65.3846153846154,1.52941176470588
"2018-2019",7.08,18,69.2307692307692,1.44444444444444
"2010-2011",6.96,19,73.0769230769231,1.36842105263158
"1997-1998",6.44,20,76.9230769230769,1.3
"1996-1997",6.36,21,80.7692307692308,1.23809523809524
"1999-2000",6.36,22,84.6153846153846,1.18181818181818
"2016-2017",5.92,23,88.4615384615385,1.1304347826087
"2021-2022",5.44,24,92.3076923076923,1.08333333333333
"2011-2012",5.24,25,96.1538461538462,1.04
