Years,x3_hr,rank,Probability,Frequency
"2009-2010",14.3333333333333,1,20,5
"2011-2012",13.2333333333333,2,40,2.5
"2008-2009",12.0333333333333,3,60,1.66666666666667
"2007-2008",10.1333333333333,4,80,1.25
