Years,x6_hr,rank,Probability,Frequency
"2013-2014",3.6,1,5.88235294117647,17
"2014-2015",2.45,2,11.7647058823529,8.5
"2020-2021",2.3,3,17.6470588235294,5.66666666666667
"2017-2018",2.21666666666667,4,23.5294117647059,4.25
"2007-2008",1.86666666666667,5,29.4117647058824,3.4
"2008-2009",1.86666666666667,6,35.2941176470588,2.83333333333333
"2009-2010",1.86666666666667,7,41.1764705882353,2.42857142857143
"2018-2019",1.78333333333333,8,47.0588235294118,2.125
"2015-2016",1.45,9,52.9411764705882,1.88888888888889
"2010-2011",1.35,10,58.8235294117647,1.7
"2019-2020",1.3,11,64.7058823529412,1.54545454545455
"2006-2007",1.23333333333333,12,70.5882352941177,1.41666666666667
"2012-2013",1,13,76.4705882352941,1.30769230769231
"2021-2022",0.866666666666667,14,82.3529411764706,1.21428571428571
"2011-2012",0.8,15,88.2352941176471,1.13333333333333
"2016-2017",0.633333333333333,16,94.1176470588235,1.0625
